,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus
Aythya collaris,4108441.5584415584,6202941.176470588,6456122.448979592,4576351.3513513515,7356976.7441860465,17197500.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,11303750.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,14392857.142857144,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,9559090.909090908,7030000.0,7189772.7272727275,5599705.882352941,10627777.777777778,6456122.448979592,17525000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5657291.666666667,15512000.0,8088461.538461538,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,20150000.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,17197500.0,57071.42857142857,15827000.0,12720750.0,12720750.0,295831.3953488372,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,12720750.0,15937500.0,12720750.0,11303750.0,11303750.0
Anser albifrons,4275000.0,6202941.176470588,6730851.063829787,4455921.052631579,7356976.7441860465,6105000.0,6202941.176470588,7030000.0,4706933.962264151,5550000.0,7189772.7272727275,6877173.9130434785,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5186065.573770491,7356976.7441860465,3811445.7831325303,5931250.0,6202941.176470588,5858333.333333333,6327000.0,6590625.0,6083653.846153846,7189772.7272727275,6877173.9130434785,6456122.448979592,7715853.658536585,20150000.0,6083653.846153846,6327000.0,7189772.7272727275,2750869.565217391,6083653.846153846,6730851.063829787,9559090.909090908,7030000.0,7189772.7272727275,5666369.047619048,10627777.777777778,6730851.063829787,10515000.0,7030000.0,7030000.0,5858333.333333333,6590625.0,4619768.518518519,4004430.379746835,6730851.063829787,4333561.643835616,7189772.7272727275,7030000.0,7189772.7272727275,6202941.176470588,7532142.857142857,8088461.538461538,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,6877173.9130434785,6730851.063829787,6083653.846153846,6877173.9130434785,7356976.7441860465,6877173.9130434785,7030000.0,7532142.857142857,7030000.0,5968867.924528302,5550000.0,5657291.666666667,12926666.666666666,8762500.0,7532142.857142857,6730851.063829787,6590625.0,6877173.9130434785,7030000.0,6877173.9130434785,7189772.7272727275,7030000.0,6456122.448979592,6606985.294117647,7715853.658536585,6456122.448979592,20150000.0,7030000.0,7356976.7441860465,6590625.0,6083653.846153846,6590625.0,6877173.9130434785,5751818.181818182,7356976.7441860465,2658403.3613445377,7189772.7272727275,5968867.924528302,7030000.0,5154375.0,5154375.0,6456122.448979592,6327000.0,6456122.448979592,6083653.846153846,4793181.818181818,6202941.176470588,6202941.176470588,6327000.0,6202941.176470588,6456122.448979592,6327000.0,6327000.0,5666344.711538462,6202941.176470588,6456122.448979592,5454310.344827586,6730851.063829787,7030000.0,6730851.063829787,6456122.448979592,6327000.0,6730851.063829787,6202941.176470588,6105000.0,479476.74418604653,5648166.666666667,4123500.0,4123500.0,468579.54545454547,5751818.181818182,6730851.063829787,6590625.0,5858333.333333333,4123500.0,5154375.0,3411000.0,4123500.0,5931250.0,5931250.0,5154375.0
Lophodytes cucullatus,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,4048712.5,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,13507425.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,10399925.0,10399925.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,4048712.5,241858.72093023255,3363462.5,247617.2619047619,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,10399925.0,13507425.0,13507425.0,10399925.0,2303485.0
Histrionicus histrionicus,3847185.064935065,5696793.269230769,6045576.530612245,4003152.027027027,6889145.348837209,148116625.0,5696793.269230769,6582961.111111111,5589306.603773585,5197074.561403509,7053172.619047619,6302835.106382979,6582961.111111111,6732573.863636363,6732573.863636363,6889145.348837209,5020902.542372881,6889145.348837209,3444572.6744186045,296233250.0,5696793.269230769,5485800.925925926,5924665.0,6302835.106382979,5589306.603773585,6732573.863636363,6439853.260869565,6045576.530612245,7053172.619047619,49372208.333333336,5589306.603773585,5924665.0,6732573.863636363,2553734.9137931033,5589306.603773585,6439853.260869565,29623325.0,6582961.111111111,6732573.863636363,3485097.0588235296,37029156.25,6045576.530612245,59246650.0,6582961.111111111,6439853.260869565,5485800.925925926,6171526.041666667,5485800.925925926,3657200.6172839506,6171526.041666667,4114350.6944444445,6732573.863636363,6582961.111111111,6439853.260869565,5808495.098039215,7053172.619047619,29623325.0,6582961.111111111,5197074.561403509,6302835.106382979,6889145.348837209,6582961.111111111,6582961.111111111,6889145.348837209,5696793.269230769,6582961.111111111,6171526.041666667,5589306.603773585,6302835.106382979,6889145.348837209,6171526.041666667,6302835.106382979,7053172.619047619,6582961.111111111,5485800.925925926,5197074.561403509,6045576.530612245,74058312.5,21159517.85714286,7053172.619047619,6045576.530612245,6302835.106382979,6582961.111111111,6582961.111111111,6439853.260869565,6582961.111111111,6732573.863636363,5808495.098039215,4356371.323529412,7225201.219512195,6171526.041666667,74058312.5,6582961.111111111,6582961.111111111,6045576.530612245,5924665.0,6171526.041666667,6582961.111111111,5696793.269230769,6889145.348837209,2468610.4166666665,6732573.863636363,5696793.269230769,6439853.260869565,296233250.0,296233250.0,6302835.106382979,6171526.041666667,6045576.530612245,5924665.0,4421391.791044776,6045576.530612245,6045576.530612245,6171526.041666667,6045576.530612245,5924665.0,5924665.0,6171526.041666667,55445.67307692308,5924665.0,5924665.0,5107469.827586207,6045576.530612245,6439853.260869565,6045576.530612245,5924665.0,5808495.098039215,6171526.041666667,5589306.603773585,148116625.0,6889145.348837209,148116625.0,7053172.619047619,5386059.090909091,6171526.041666667,6045576.530612245,5485800.925925926,296233250.0,296233250.0,296233250.0,296233250.0,59246650.0
Tadorna tadornoides,4055769.230769231,5968867.924528302,6327000.0,4576351.3513513515,7189772.7272727275,2723166.6666666665,5968867.924528302,6877173.9130434785,4797451.923076923,5454310.344827586,7356976.7441860465,6590625.0,6877173.9130434785,7030000.0,7030000.0,7189772.7272727275,5361864.406779661,7189772.7272727275,3636206.896551724,4526500.0,5968867.924528302,5751818.181818182,6202941.176470588,6590625.0,5858333.333333333,7030000.0,6730851.063829787,6327000.0,7356976.7441860465,12593750.0,5858333.333333333,6202941.176470588,7030000.0,2727155.172413793,5858333.333333333,6730851.063829787,9559090.909090908,6877173.9130434785,7030000.0,5666369.047619048,13664285.714285715,6327000.0,15021428.57142857,6877173.9130434785,6730851.063829787,5751818.181818182,6456122.448979592,4706933.962264151,3857926.8292682925,6456122.448979592,4333561.643835616,7030000.0,6877173.9130434785,6730851.063829787,6083653.846153846,7356976.7441860465,9559090.909090908,6877173.9130434785,4454776.785714285,6590625.0,7189772.7272727275,6877173.9130434785,6877173.9130434785,7189772.7272727275,5968867.924528302,6877173.9130434785,6456122.448979592,5858333.333333333,6590625.0,7189772.7272727275,6456122.448979592,6590625.0,7356976.7441860465,6877173.9130434785,5751818.181818182,5454310.344827586,5657291.666666667,15512000.0,7010000.0,7356976.7441860465,6327000.0,6590625.0,6877173.9130434785,6877173.9130434785,6730851.063829787,6877173.9130434785,7030000.0,6083653.846153846,6511231.884057971,7532142.857142857,6456122.448979592,20150000.0,7030000.0,6877173.9130434785,6327000.0,6327000.0,6456122.448979592,6877173.9130434785,5968867.924528302,7189772.7272727275,2636250.0,7030000.0,5968867.924528302,6730851.063829787,3490666.6666666665,3490666.6666666665,6590625.0,6456122.448979592,6327000.0,6202941.176470588,4652205.882352941,6327000.0,6327000.0,6456122.448979592,6327000.0,6202941.176470588,6202941.176470588,6456122.448979592,5559432.547169811,6202941.176470588,6202941.176470588,5361864.406779661,6327000.0,6730851.063829787,6327000.0,6202941.176470588,6083653.846153846,6456122.448979592,5858333.333333333,2723166.6666666665,238000.0,2266333.3333333335,5236000.0,5236000.0,243534.88372093023,5649107.142857143,6456122.448979592,6327000.0,5751818.181818182,5236000.0,3490666.6666666665,3454750.0,5236000.0,4526500.0,4526500.0,3490666.6666666665,1931583.3333333333,685962.5,148116625.0
Cygnus columbianus,4162500.0,6202941.176470588,6456122.448979592,4576351.3513513515,7356976.7441860465,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,6311500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,12593750.0,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,15021428.57142857,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5657291.666666667,15512000.0,8088461.538461538,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,15827000.0,15827000.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,376833.3333333333,7913500.0,7913500.0,368069.76744186046,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,7913500.0,15827000.0,6132250.0,7913500.0,6311500.0,6311500.0,15827000.0,5648166.666666667,3363462.5,148116625.0,2266333.3333333335
Cygnus buccinator,4162500.0,6202941.176470588,6456122.448979592,4576351.3513513515,7356976.7441860465,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,4460833.333333333,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,12593750.0,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,15021428.57142857,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5657291.666666667,15512000.0,8088461.538461538,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,10275000.0,10275000.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,244642.85714285713,5137500.0,5137500.0,238953.48837209304,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,5137500.0,10275000.0,3356250.0,5137500.0,4460833.333333333,4460833.333333333,10275000.0,3797500.0,587462.5,148116625.0,415666.6666666667
Mergus serrator,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,6817500.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,19045000.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,15937500.0,15937500.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,6817500.0,370639.5348837209,6132250.0,379464.28571428574,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,15937500.0,19045000.0,19045000.0,15937500.0,3411000.0,3454750.0,6132250.0,3356250.0
Spatula clypeata,4162500.0,6083653.846153846,6590625.0,4639041.095890411,7189772.7272727275,4061000.0,6083653.846153846,6877173.9130434785,4891519.607843137,5649107.142857143,7715853.658536585,7030000.0,6877173.9130434785,7030000.0,7030000.0,7189772.7272727275,5454310.344827586,7189772.7272727275,3721764.705882353,2233250.0,6083653.846153846,5968867.924528302,6456122.448979592,6590625.0,5968867.924528302,7030000.0,6730851.063829787,6590625.0,7908750.0,14392857.142857144,6202941.176470588,6590625.0,7030000.0,2727155.172413793,5968867.924528302,6877173.9130434785,15021428.57142857,6877173.9130434785,7356976.7441860465,5666369.047619048,9565000.0,6590625.0,15021428.57142857,6877173.9130434785,7189772.7272727275,5968867.924528302,6590625.0,4797451.923076923,3954375.0,6590625.0,4333561.643835616,7030000.0,6877173.9130434785,6730851.063829787,6327000.0,7715853.658536585,9559090.909090908,6877173.9130434785,4454776.785714285,6877173.9130434785,7189772.7272727275,6877173.9130434785,6877173.9130434785,7189772.7272727275,5968867.924528302,7030000.0,6590625.0,5968867.924528302,7030000.0,7532142.857142857,6730851.063829787,6877173.9130434785,7715853.658536585,6877173.9130434785,5968867.924528302,5649107.142857143,5541836.734693877,15512000.0,8762500.0,7715853.658536585,6590625.0,6590625.0,7030000.0,6877173.9130434785,7030000.0,7356976.7441860465,7030000.0,6327000.0,6606985.294117647,7532142.857142857,6590625.0,20150000.0,6877173.9130434785,7189772.7272727275,6730851.063829787,6202941.176470588,6730851.063829787,7030000.0,5968867.924528302,7532142.857142857,2636250.0,7030000.0,6202941.176470588,6730851.063829787,5651875.0,5651875.0,6877173.9130434785,6730851.063829787,6590625.0,6456122.448979592,4793181.818181818,6590625.0,6590625.0,6730851.063829787,6590625.0,6456122.448979592,6456122.448979592,6730851.063829787,5777449.509803922,6202941.176470588,6590625.0,5550000.0,6590625.0,7189772.7272727275,6590625.0,6590625.0,6456122.448979592,6877173.9130434785,6083653.846153846,4061000.0,502388.8888888889,3786900.0,7535833.333333333,7535833.333333333,513806.8181818182,5858333.333333333,6877173.9130434785,6730851.063829787,5968867.924528302,7535833.333333333,5651875.0,6348333.333333333,7535833.333333333,2233250.0,1441587.5,5651875.0,3954166.6666666665,4502475.0,98744416.66666667,2715900.0,3786900.0,2676500.0,6348333.333333333
Melanitta fusca,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,8598750.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,22607500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,12720750.0,12720750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,8598750.0,295831.3953488372,7913500.0,229184.52380952382,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,12720750.0,22607500.0,22607500.0,12720750.0,4123500.0,5236000.0,7913500.0,5137500.0,7535833.333333333
