,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus,0
Aythya marila,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,2955250,0
Myodes glareolus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,4213500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,3655250,99275000,66450000,99275000,87325000,92000000,316350000,316350000,0
Peromyscus leucopus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,0
Marmota flaviventris,54300000,54300000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,54300000,99275000,109550000,316350000,87325000,49800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,54300000,99275000,66450000,99275000,87325000,92000000,316350000,316350000,54300000,54300000,0
Peromyscus maniculatus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,1371925,54300000,0
Tamias minimus,54300000,54300000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,54300000,99275000,109550000,316350000,87325000,49800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,54300000,99275000,66450000,99275000,87325000,92000000,316350000,316350000,54300000,54300000,12459500,54300000,0
Peromyscus polionotus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,2397000,54300000,2324925,54300000,0
Peromyscus gossypinus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,800000,54300000,727925,54300000,1753000,0
Peromyscus eremicus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,756425,54300000,684350,54300000,1709425,112425,0
Peromyscus boylii,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,756425,54300000,684350,54300000,1709425,112425,68850,0
Castor fiber,47800000,47800000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,47800000,99275000,109550000,316350000,87325000,43300000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,47800000,99275000,66450000,99275000,87325000,92000000,316350000,316350000,47800000,47800000,49800000,47800000,49800000,47800000,47800000,47800000,47800000,0
Marmota caligata,54300000,54300000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,54300000,99275000,109550000,316350000,87325000,49800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,54300000,99275000,66450000,99275000,87325000,92000000,316350000,316350000,54300000,54300000,559425,54300000,12459500,54300000,54300000,54300000,54300000,49800000,0
Peromyscus truei,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,16657500,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,16657500,99275000,66450000,99275000,87325000,92000000,316350000,316350000,16657500,1247000,54300000,1174925,54300000,2200000,603000,559425,559425,47800000,54300000,0
Ammotragus lervia,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,294649925,0
Mammuthus primigenius,93075000,93075000,70850000,338650000,93075000,316350000,87325000,93075000,316350000,62525000,88177000,87325000,93075000,70850000,93075000,70850000,93075000,70850000,109550000,316350000,87325000,93075000,70850000,26915750,87325000,70850000,70850000,70850000,144850000,316350000,87325000,63575000,93075000,93075000,87325000,144850000,316350000,93075000,70850000,475975000,316350000,70850000,316350000,93075000,109550000,87325000,63575000,316350000,144850000,63575000,93075000,93075000,93075000,63575000,87325000,70850000,316350000,70850000,316350000,70850000,70850000,93075000,93075000,70850000,60950000,144850000,63575000,87325000,109550000,70850000,93075000,63575000,70850000,93075000,60950000,87325000,316350000,316350000,316350000,70850000,93075000,26915750,144850000,70850000,70850000,171350000,144850000,70850000,449275000,70850000,87325000,316350000,93075000,70850000,54750000,93075000,70850000,144850000,93075000,70850000,93075000,70850000,87325000,63575000,316350000,316350000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,294649925,0
Mesoplodon densirostris,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,35325000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,0
Orycteropus afer,93075000,93075000,70850000,338650000,93075000,316350000,87325000,93075000,316350000,47825000,88177000,87325000,93075000,70850000,93075000,70850000,93075000,70850000,109550000,316350000,87325000,93075000,70850000,45700000,87325000,70850000,70850000,70850000,144850000,316350000,87325000,63575000,93075000,93075000,87325000,144850000,316350000,93075000,70850000,475975000,316350000,70850000,316350000,93075000,109550000,87325000,63575000,316350000,144850000,63575000,93075000,93075000,93075000,63575000,87325000,70850000,316350000,70850000,316350000,70850000,70850000,93075000,93075000,70850000,60950000,144850000,63575000,87325000,109550000,70850000,93075000,63575000,70850000,93075000,60950000,87325000,316350000,316350000,316350000,70850000,93075000,45700000,144850000,70850000,70850000,171350000,144850000,70850000,449275000,70850000,87325000,316350000,93075000,70850000,45700000,93075000,70850000,144850000,93075000,70850000,93075000,70850000,87325000,63575000,316350000,316350000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,93075000,294649925,45700000,109550000,0
Panthera pardus,99275000,99275000,3508750,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,57350000,99275000,57350000,99275000,57350000,109550000,316350000,87325000,99275000,27525000,70850000,87325000,57350000,57350000,30557500,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,3655250,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,57350000,316350000,57350000,316350000,63150000,57350000,99275000,99275000,57350000,67150000,144850000,69775000,87325000,109550000,57350000,99275000,69775000,57350000,99275000,67150000,87325000,316350000,316350000,316350000,57350000,99275000,70850000,144850000,57350000,63150000,171350000,144850000,63150000,449275000,57350000,87325000,316350000,99275000,73050000,70850000,99275000,10607500,144850000,99275000,57350000,99275000,57350000,87325000,69775000,316350000,316350000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,294649925,70850000,109550000,70850000,0
Balaenoptera omurai,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,35325000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,2236175,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,35325000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,35325000,109550000,109550000,0
Panthera tigris,99275000,99275000,2370750,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,57350000,99275000,57350000,99275000,57350000,109550000,316350000,87325000,99275000,27525000,70850000,87325000,57350000,57350000,30557500,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,2517250,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,57350000,316350000,57350000,316350000,63150000,57350000,99275000,99275000,57350000,67150000,144850000,69775000,87325000,109550000,57350000,99275000,69775000,57350000,99275000,67150000,87325000,316350000,316350000,316350000,57350000,99275000,70850000,144850000,57350000,63150000,171350000,144850000,63150000,449275000,57350000,87325000,316350000,99275000,73050000,70850000,99275000,10607500,144850000,99275000,57350000,99275000,57350000,87325000,69775000,316350000,316350000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,99275000,294649925,70850000,109550000,70850000,2822500,109550000,0
Lipotes vexillifer,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,17574000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,35325000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,25640000,109550000,109550000,35325000,109550000,0
Delphinapterus leucas,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,18852500,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,35325000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,25640000,109550000,109550000,35325000,109550000,17574000,0
Sousa chinensis,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,2236175,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,35325000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,25640000,109550000,109550000,35325000,109550000,17574000,18852500,0
Ochotona princeps,60725000,60725000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,60725000,99275000,109550000,316350000,87325000,60725000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,41525000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,41525000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,60725000,99275000,66450000,99275000,87325000,92000000,316350000,316350000,60725000,60725000,60725000,60725000,60725000,60725000,60725000,60725000,60725000,60725000,60725000,60725000,294649925,93075000,109550000,93075000,99275000,109550000,99275000,109550000,109550000,109550000,0
Branta bernicla,316350000,316350000,316350000,338650000,316350000,3908250,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,20305000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,17197500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,0
Aythya americana,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,2955250,1444000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,0
